,Unnamed: 0,Unnamed: 0.1,isbn,title,rating,age,UserID,description,num_pages,image_url,emotion_NRC,emotion_NRC_objective
10,2,2,531088731,Zzzng! zzzng! zzzng! : a Yoruba Tale,5.0,6,2,"When Ear, Leg, and Arm refuse to marry Mosquito, she shows them that she is
not to be ignored.",32,https://covers.openlibrary.org/b/id/362878-L.jpg,"{'Anger': 0.18230509819480262, 'Anticipation': 0.11783376314223369, 'Disgust': 0.08827613568736363, 'Fear': 0.16425312438008333, 'Joy': 0.13410037690934337, 'Sadness': 0.07756397540170602, 'Surprise': 0.04800634794683595, 'Trust': 0.18766117833763143}",
11,9,9,9781338055023,Rosalie the Rapunzel Fairy,5.0,6,9,"Once upon a time in Fairyland. . . . Jack Frost is up to his old tricks
again. He has sent his goblins to steal the Storybook Fairies' magic
objects -- and now readers' favorite stories are all mixed up. Rosalie's
magic hairbrush is missing-- only Rachel and Kirsty can help her get it
back!",65,https://covers.openlibrary.org/b/id/9242662-L.jpg,"{'Anger': 0.05997442455242967, 'Anticipation': 0.0, 'Disgust': 0.13580562659846548, 'Fear': 0.21649616368286448, 'Joy': 0.270076726342711, 'Sadness': 0.1758312020460358, 'Surprise': 0.079923273657289, 'Trust': 0.061892583120204604}",
12,61,61,9780807534021,How to Spy on a Shark,3.0,6,57,"Spend a day at sea tracking sharks—with the help of a robot! How do you spy
on a shark? Join a team of marine biologists as they head out in their boat
to study mako sharks. They catch, tag, and release a young mako, then
follow it with a special robot that can track the shark on video! Simple,
entertaining text and bright, accurate illustrations bring science and
technology to life, and additional pages of facts about sharks follow the
story. The latest book in this read-aloud science series is bound to make a
splash with young minds!",0,https://covers.openlibrary.org/b/id/9282842-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.23405313961588217, 'Disgust': 0.008558065479152154, 'Fear': 0.020201015026370787, 'Joy': 0.2925664245198527, 'Sadness': 0.0, 'Surprise': 0.1250870733406309, 'Trust': 0.3195342820181113}",
13,62,62,9780805075571,Vulture View,3.0,6,57,"""Turkey vultures soar on the balmy air, looking for their next stinky feast. These birds don\'t hunt--they like their food to be already dead. Vultures are part of nature\'s cleanup crew""--Inside front dust jacket.",32,https://covers.openlibrary.org/b/id/2640473-L.jpg,"{'Anger': 0.06792265741199803, 'Anticipation': 0.08907618575442078, 'Disgust': 0.20277640059494303, 'Fear': 0.2181457610312345, 'Joy': 0.23103619236489842, 'Sadness': 0.061973227565691624, 'Surprise': 0.0, 'Trust': 0.12906957527681376}",
14,63,63,9781584695875,There's a bug on my book!,3.0,6,58,"""Made to be read by a child while lying on the grass, a variety of insects and other creatures appear on each page. Children tip, tap, and turn pages to discover how these animals move""-- Provided by publisher.",0,http://books.google.com/books/content?id=0G0hvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"{'Anger': 0.09347079037800686, 'Anticipation': 0.23963344788087057, 'Disgust': 0.2506300114547537, 'Fear': 0.13516609392898055, 'Joy': 0.21351660939289804, 'Sadness': 0.06758304696449026, 'Surprise': 0.0, 'Trust': 0.0}",
15,66,66,9780590316811,How do dinosaurs say goodnight?,5.0,6,61,"Mother and child ponder the different ways a dinosaur can say goodnight, from slamming his tail and pouting to giving a big hug and kiss.",0,https://covers.openlibrary.org/b/id/6682726-L.jpg,"{'Anger': 0.12411598302687411, 'Anticipation': 0.1933050447901933, 'Disgust': 0.0, 'Fear': 0.11044318717586044, 'Joy': 0.29691183404054694, 'Sadness': 0.01107967939651108, 'Surprise': 0.11963696369636963, 'Trust': 0.1445073078736445}",
16,118,118,9781435221345,Eloise's Pirate Adventure,5.0,6,92,"Eloise loves, loves, loves dressing up as a pirate. Read along as she and
Weenie search for pirate treasure!",0,http://books.google.com/books/content?id=H6HRoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"{'Anger': 0.09978245105148659, 'Anticipation': 0.09398114575779552, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.4548223350253808, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.3514140681653372}",
17,125,125,863153488,"Aunt Green, Aunt Brown and Aunt Lavender",5.0,6,100,"Classic story, perfect for fans of the Moomins, Beatrix Potter and Cicely
Mary Barker's Flower Fairies.",32,https://covers.openlibrary.org/b/id/653813-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.18335393489905233, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.5945611866501854, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.22208487845076227}",
18,127,127,1423102975,My Friend Is Sad,4.0,6,100,"Gerald is careful. Piggie is not.<br />Piggie cannot help smiling. Gerald can.<br />Gerald worries so that Piggie does not have to.<br /><br />Gerald and Piggie are best friends.<br /><br />In <em>My Friend is Sad</em>, elephant Gerald is down in the dumps. Piggie is determined to cheer him up by dressing as a cowboy, a clown, and even a robot! But what does it take to make a sad elephant happy? The answer will make even pessimistic elephants smile.",64,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'Anger': 0.023036030714707622, 'Anticipation': 0.09864146485528649, 'Disgust': 0.0, 'Fear': 0.06571175428233907, 'Joy': 0.3286326048434731, 'Sadness': 0.183476077968104, 'Surprise': 0.07442409923213232, 'Trust': 0.2260779681039575}",
19,128,128,394890485,My Father's Dragon,5.0,6,100,"A young boy recounts his father's adventures on an island where animals are
endowed with human traits.",87,https://covers.openlibrary.org/b/id/7396959-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.1935733643050716, 'Disgust': 0.045296167247386755, 'Fear': 0.0, 'Joy': 0.28029423151374366, 'Sadness': 0.0, 'Surprise': 0.06349206349206347, 'Trust': 0.4173441734417344}",
20,147,147,9780062104182,Goldilocks and the Three Dinosaurs,5.0,6,118,"Once upon a time, there were three hungry Dinosaurs: Papa Dinosaur, Mama Dinosaur . . . and a Dinosaur who happened to be visiting from Norway.<br /><br />One day--<i>for no particular reason</i>--they decided to tidy up their house, make the beds, and prepare pudding of varying temperatures. And then--<i>for no particular reason</i>--they decided to go...someplace else. They were definitely NOT setting a trap for some succulent, unsupervised little girl.<br /><br />Definitely not!<br /><br />This new take on a fairy-tale classic is so funny and so original--it could only come from the brilliant mind of Mo Willems.",40,https://covers.openlibrary.org/b/id/7271329-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.34328957942673455, 'Disgust': 0.011518885614787033, 'Fear': 0.2427002410929547, 'Joy': 0.157648004286097, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.24484328957942672}",
21,172,172,375806113,Stage Fright on a Summer Night ,5.0,6,139,The show must go on!<br /><br />That's what Jack and Annie learn when the Magic Tree House whisks them back to Elizabethan England. There they meet William Shakespeare himself--one of the greatest writers of all time! But Mr. Shakespeare's having a hard time with some of the actors in his latest show. Are Jack and Annie ready to make a big entrance? Or will it be curtains for Shakespeare?,70,https://images.gr-assets.com/books/1403180055m/181396.jpg,"{'Anger': 0.0, 'Anticipation': 0.07710597826086955, 'Disgust': 0.01324728260869565, 'Fear': 0.0, 'Joy': 0.27241847826086957, 'Sadness': 0.0, 'Surprise': 0.0264945652173913, 'Trust': 0.610733695652174}",
22,175,175,9781585368495,Stella Batts : Who's in Charge?,5.0,6,142,"""Stella volunteers to watch best friend Evie\'s dog, Bella, for a few days. Disaster strikes when Bella gets loose and runs away. Stella must find her before Evie returns""-- Provided by the publisher.",0,,"{'Anger': 0.16351060210908266, 'Anticipation': 0.05930377593831501, 'Disgust': 0.057602902823449376, 'Fear': 0.14888309332123825, 'Joy': 0.11191745095815854, 'Sadness': 0.0859507880712099, 'Surprise': 0.16827304683070646, 'Trust': 0.2045583399478399}",
23,179,179,9781423148135,Phineas and Ferb. Boogie Down,5.0,6,146,"The trendy dancing competition ""Let's All Dance 'Till We're Sick"" has come
to Danville, and Candace is determined that she and her crush Jeremy will
win. There's just one problem: Jeremy can't dance! So it's up to Phineas
and Ferb to teach him how to boogie. Can the boys help him dance away with
the grand prize? Featuring exciting full-color art from the show, this
World of Reading: Phineas and Ferb Level 3 early reader is perfect for fans
who are ready to read on their own.",47,https://covers.openlibrary.org/b/id/8321038-L.jpg,"{'Anger': 0.042258835366620555, 'Anticipation': 0.1507986416802918, 'Disgust': 0.06584077474531505, 'Fear': 0.08256823041126904, 'Joy': 0.28870582316689725, 'Sadness': 0.09923280090554648, 'Surprise': 0.05011948182618539, 'Trust': 0.22047541189787448}",
24,183,183,9781608182473,Mummies,5.0,6,150,"""A basic but fun exploration of mummies-preserved corpses that may be revived-including how they come to exist, their weaknesses, and memorable examples from pop culture""--Provided by publisher.",0,https://covers.openlibrary.org/b/id/8180235-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.3760122565112716, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.2818997592471, 'Sadness': 0.0, 'Surprise': 0.1847231341650252, 'Trust': 0.15736485007660322}",
25,195,195,9780545457033,Olympia the Games Fairy,5.0,6,158,"""There\'s a triathlon in town! Kirsty and Rachel are excited to watch the swimming, biking, and running events. But when people start swimming in circles, losing bike tires, and tripping over their own feet, the girls know something is wrong. Sure enough, Olympia the Games Fairy\'s magic objects have disappeared! Olympia needs help tracking down her missing magic. If they don\'t find it in time, the triathlon and the Fairyland Games will be ruined! Can Rachel and Kirsty go for the gold--and come to the rescue?""--P. [4] of cover.",0,https://covers.openlibrary.org/b/id/10193927-L.jpg,"{'Anger': 0.06048749537355259, 'Anticipation': 0.2540051816211072, 'Disgust': 0.028075926611325543, 'Fear': 0.1077036958705652, 'Joy': 0.18659123354306562, 'Sadness': 0.14381642256648863, 'Surprise': 0.08015650610691058, 'Trust': 0.1391635383069846}",
26,221,221,375812776,Andrew lost: On the dog,5.0,6,175,"When Andrew's latest invention, the Atom Sucker, goes haywire, Andrew and Judy are shrunk down to microscopic level! Andrew and Judy find themselves lost on their neighbor's dog, where they encounter everything from colossal fleas to crab-like eyelash mites. Now they have to find their way back to the Atom Sucker and get unshrunk before it's too late!",78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'Anger': 0.14467194739201913, 'Anticipation': 0.04199671200119564, 'Disgust': 0.1635032132715588, 'Fear': 0.03497235091914512, 'Joy': 0.07711851741144822, 'Sadness': 0.24719772829173517, 'Surprise': 0.0, 'Trust': 0.29053953071289795}",
27,228,228,1415626952,Madeline and the Gypsies,5.0,6,103,"Pepito, son of the Spanish Ambassador, and Madeline, rescued by gypsies during a storm, travel and perform with their wandering friends until they again find Miss Clavel.",0,,"{'Anger': 0.08360817941952506, 'Anticipation': 0.10949868073878628, 'Disgust': 0.0, 'Fear': 0.07816622691292875, 'Joy': 0.22955145118733508, 'Sadness': 0.0625, 'Surprise': 0.09020448548812665, 'Trust': 0.34647097625329815}",
28,254,254,9781435208377,Tlkki Tlkki Tembo,5.0,6,103,"Tikki tikki tembo-no sa rembo-chari bari ruchi-pip peri pembo!Three decades and more than one million copies later children still love hearing about the boy with the long name who fell down the well. Arlene Mosel and Blair Lent's classic re-creation of an ancient Chinese folktale has hooked legions of children, teachers, and parents, who return, generation after generation, to learn about the danger of having such an honorable name as Tikki tikki tembo-no sa rembo-chari bari ruchi-pip peri pembo. Tikki Tikki Tembo is the winner of the 1968 Boston Globe - Horn Book Award for Picture Books.",0,,"{'Anger': 0.0, 'Anticipation': 0.17093570308416098, 'Disgust': 0.008737211560002985, 'Fear': 0.07154058696139197, 'Joy': 0.26846389365992085, 'Sadness': 0.10850571279217384, 'Surprise': 0.12553207378089762, 'Trust': 0.2462848181614517}",
29,263,263,9780375864353,The Bippolo seed and other Lost stories,5.0,6,103,"Presents seven Dr. Seuss stories first published in magazines between 1948 and 1959, with an introduction and commentary on each.",0,https://covers.openlibrary.org/b/id/6952112-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.0, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 1.0, 'Sadness': 0.0, 'Surprise': 0.0, 'Trust': 0.0}",
30,265,265,9780618663743,Curious George at the Baseball Game,5.0,6,103,"Curious George and the man in the yellow hat attend a baseball game to
cheer on the Mudville Miners.",0,https://covers.openlibrary.org/b/id/1325308-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.385047965597089, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.2557062520674826, 'Sadness': 0.0, 'Surprise': 0.1782997022825008, 'Trust': 0.18094608005292753}",
31,266,266,805032444,The Firebird,5.0,6,103,"With the aid of his magical horse, Ptitsa, a young archer fulfills the increasingly difficult requests of Tsar Ivan and wins the hand of Princess Vassilissa.",0,,"{'Anger': 0.0, 'Anticipation': 0.22195793690535806, 'Disgust': 0.013645468202303456, 'Fear': 0.044942413620430645, 'Joy': 0.364421632448673, 'Sadness': 0.011767651477215825, 'Surprise': 0.15348022033049574, 'Trust': 0.1897846770155233}",
32,267,267,9780670061785,PET OF THE MET,5.0,6,103,"A classic returns! Viking is pleased to reissue this Don Freeman tale about an operaloving mouse. Maestro Petrini, the tiny page-turner for the Prompter at the Metropolitan Opera House, has always evaded Mefisto the cat until the day Petrini gets carried away by Mozart?s Magic Flute and joins the performers onstage.",72,https://covers.openlibrary.org/b/id/2546988-L.jpg,"{'Anger': 0.1008968609865471, 'Anticipation': 0.11684105630293973, 'Disgust': 0.05455904334828102, 'Fear': 0.09990034877927255, 'Joy': 0.46437468858993525, 'Sadness': 0.019431988041853514, 'Surprise': 0.060288988540109625, 'Trust': 0.0837070254110613}",
33,272,272,9780688052522,The Doorbell Rang,3.0,6,209,"[""Each time the doorbell rings, there are more people who have come to share Ma's wonderful cookies.""]",24,https://covers.openlibrary.org/b/id/430231-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.24572600866195582, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.3749715067244131, 'Sadness': 0.0, 'Surprise': 0.1032596307271484, 'Trust': 0.2760428538864828}",
34,273,273,803731744,Snow is my FAVORITE and my best,5.0,6,103,"The weatherman has predicted snow, and Lola absolutely cannot wait. She just loves snow. ""Why can't it be winter ALL the time?"" she asks her brother. But on an adventure to the Arctic, Charlie shows Lola why never-ending snow might not be so perfect for kids. How could Lola go swimming or wear her favorite stripe-y party dress if it were always cold? Once again, Lauren Child brilliantly and hilariously captures every-kid feelings and emotions--this time about the magical first snowfall of the year.<br /><br />To see these lovable siblings in action, be sure to check out the hit animated series <i>Charlie &amp; Lola</i> on Disney Playhouse!",0,https://images.gr-assets.com/books/1309287632m/267649.jpg,"{'Anger': 0.038115752013485674, 'Anticipation': 0.21043266529312604, 'Disgust': 0.00660235999250796, 'Fear': 0.0278141974152463, 'Joy': 0.41955422363738526, 'Sadness': 0.03952050945870013, 'Surprise': 0.04532684023225323, 'Trust': 0.21263345195729536}",
35,275,275,9780152055783,KING BIDGOOD'S IN THE BATHTUB,5.0,6,103,"Despite pleas from his court, a fun-loving king refuses to get out of his bathtub to rule his kingdom.",0,http://books.google.com/books/content?id=p1jYdWeVvD0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"{'Anger': 0.03225806451612903, 'Anticipation': 0.24185443345761062, 'Disgust': 0.0, 'Fear': 0.1376236018803696, 'Joy': 0.2955098071000162, 'Sadness': 0.11914410763494894, 'Surprise': 0.0, 'Trust': 0.1736099854109256}",
36,13,13,9780385384841,Jingle Bells,5.0,7,13,"In 1915 Wisconsin, a farm horse named Jingle Bells worries that his family will replace him when the older son brings home a brand new Model-T Ford car. Includes facts about Clydesdale horses.",171,http://books.google.com/books/content?id=Os5vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"{'Anger': 0.0, 'Anticipation': 0.08427100790040701, 'Disgust': 0.0, 'Fear': 0.134546325113718, 'Joy': 0.37706487909983244, 'Sadness': 0.05985156811108452, 'Surprise': 0.0, 'Trust': 0.34426621977495814}",
37,58,58,60761881,The Haunted Toolshed,4.0,7,54,"Why are cakes vanishing into thin air? How can a mailbox disappear without
a trace? When did something evil move into Mr. Asher's toolshed? Strange
and unexplained things are happening on Baker Street after dark, and Joe
Sherlock must come face-to-face with the things that go bump in the night.
Even though a cold tingle of terror gallops down his spine like a herd of
wild gophers, Joe is determined to solve the case -- and have his bundt
cake, too.",0,https://covers.openlibrary.org/b/id/35121-L.jpg,"{'Anger': 0.08838698203805798, 'Anticipation': 0.14236172861461852, 'Disgust': 0.08474124133025075, 'Fear': 0.25466832651609456, 'Joy': 0.0, 'Sadness': 0.2804552729859506, 'Surprise': 0.14938644851502758, 'Trust': 0.0}",
38,68,68,9780545034555,Pugsley,5.0,7,63,"[""When Lizzie meets a mischievous young pug named Pugsley while working at her aunt's day care center for dogs, she steps in to train Pugsley so that he can get a good owner.""]",96,https://covers.openlibrary.org/b/id/2480340-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.23515312916111852, 'Disgust': 0.0, 'Fear': 0.0, 'Joy': 0.23435419440745675, 'Sadness': 0.0, 'Surprise': 0.10199733688415445, 'Trust': 0.4284953395472703}",
39,69,69,670059447,Horrible Harry and The Locked Closet,3.0,7,63,Harry and his detective classmates try to find clues relating to a mysterious locked closet in Room 3B.,68,https://covers.openlibrary.org/b/id/1333365-L.jpg,"{'Anger': 0.05851504278222467, 'Anticipation': 0.28677891250345017, 'Disgust': 0.0, 'Fear': 0.1200662434446591, 'Joy': 0.07121170300855643, 'Sadness': 0.030085564449351364, 'Surprise': 0.16174441070935686, 'Trust': 0.2715981231024013}",
40,70,70,9780545504928,Captain Underpants and the Sensational Saga of Sir Stinks-a-Lot,5.0,7,63,"There's something rotten in the state of Ohio, and it's smellier than a pile of putrid gym socks! Steer clear -- it's Sir Stinks-A-Lot!  George and Harold, and their doubles, Yesterday George and Yesterday Harold, have a good thing going. Two of them go to school, while the other two hide in the tree house and play video games all day -- then they switch! But when their malicious gym teacher, Mr. Meaner, creates a method of mind-control that turns their fellow students into attentive, obedient, perfect children, the future of all humanity will be in their hands!",205,,"{'Anger': 0.05848311546840959, 'Anticipation': 0.10743464052287581, 'Disgust': 0.125, 'Fear': 0.06488289760348583, 'Joy': 0.17027505446623095, 'Sadness': 0.07979302832244009, 'Surprise': 0.020220588235294115, 'Trust': 0.3739106753812636}",
41,71,71,9780140386202,Horrible Harry and The Dungeon,4.0,7,63,"[""It's almost summer vacation and the students in room 2B are having trouble concentrating on their butterfly project, until a frightening-looking new teacher comes to supervise the Suspension Room and Harry is sent there as punishment for unruly behavior.""]",58,https://covers.openlibrary.org/b/id/7968473-L.jpg,"{'Anger': 0.16722008234825342, 'Anticipation': 0.17638464603533005, 'Disgust': 0.10479479346526764, 'Fear': 0.2926019391685483, 'Joy': 0.159383716296985, 'Sadness': 0.014477354230309472, 'Surprise': 0.0, 'Trust': 0.08513746845530615}",
42,72,72,9780375957123,Babymouse: Dragonslayer,5.0,7,64,An imaginative mouse who likes to read heroic fantasy novels finds herself on the school math team as it prepares to compete for the coveted Golden Slide Rule.,0,https://covers.openlibrary.org/b/id/6305823-L.jpg,"{'Anger': 0.0, 'Anticipation': 0.06741573033707865, 'Disgust': 0.0, 'Fear': 0.028936432199476683, 'Joy': 0.21717715868862555, 'Sadness': 0.0, 'Surprise': 0.07695859627520395, 'Trust': 0.6095120824996153}",
43,108,108,9780439027298,Giraffes Can't Dance,5.0,7,92,"A beautiful 20th Anniversary Gift Edition of this much-loved classic picture book about being yourself and finding your own tune. Gerald the giraffe longs to go to the great Jungle Dance, but how can he join in when he doesn't know how to tango or two-step? Everyone knows that giraffes can't dance ... or can they?",0,,"{'Anger': 0.0, 'Anticipation': 0.1433181751503594, 'Disgust': 0.0, 'Fear': 0.03212556843186152, 'Joy': 0.5851547601584274, 'Sadness': 0.0, 'Surprise': 0.06307760011735367, 'Trust': 0.17632389614199795}",
